progress,"(['progressive', 'progressing', 'progresses', 'progressed', 'progression'], 103)"
acquirement,"([], 1)"
maitresse,"([], 1)"
st,"(['sat', 'least', 'shot', 'fast', 'sort', 'smart', 'fists', 'moist', 'quest', 'slept', 'toast', 'nest', 'rest', 'stout', 'shut', 'sight', 'south', 'east', 'west', 'straw', 'stair', 'cost', 'burst', 'short', 'stick', 'lust', 'stop', 'stake', 'stone', 'stand', 'waist', 'scott', 'stare', 'spent', 'est', 'stale', 'test', 'stock', 'stole', 'worst', 'slate', 'salt', 'waste', 'stuck', 'swift', 'list', 'seats', 'sport', 'shift', 'spite', 'spot', 'sixty', 'site', 'dust', 'stump', 'slut', 'beast', 'rests', 'storm', 'stamp', 'rusty', 'haste', 'star', 'stern', 'pasty', 'stuff', 'sweet', 'steep', 'stool', 'skirt', 'midst', 'sots', 'style', 'strip', 'shirt', 'swept', 'sits', 'frost', 'dusty', 'stain', 'inst', 'host', 'stars', 'shots', 'stall', 'sweat', 'upset', 'stoke', 'spots', 'zest', 'stile', 'slit', 'cast', 'steam', 'squat', 'soft', 'stark', 'lest', 'steal', 'crust', 'crest', 'stoop', 'satin', 'ghost', 'astir', 'slits', 'suite', 'jest', 'sites', 'costs', 'smith', 'sixth', 'coast', 'tests', 'sorts', 'lists', 'faust', 'vast', 'stony', 'masts', 'scant', 'sects', 'posts', 'stops', 'stir', 'musty', 'stung', 'sect', 'exist', 'steer', 'stead', 'soto', 'brest', 'beset', 'store', 'caste', 'vests', 'staid', 'split', 'sting', 'hasty', 'stove', 'santa', 'shout', 'sloat', 'vista', 'astor', 'boast', 'smote', 'grist', 'blast', 'stowe', 'lusty', 'shoot', 'hosts', 'asset', 'spat', 'santo', 'vest', 'stint', 'skits', 'scout', 'sept', 'saint', 'paste', 'shaft', 'cyst', 'cysts', 'osteo', 'salts', 'sets', 'lasts', 'mast', 'casts', 'rust', 'septa', 'onset', 'costa', 'situ', 'sitz', 'nests', 'seton', 'stabs', 'fist', 'stems', 'stab', 'sooty', 'scot', 'costo', 'justo', 'stalk', 'roast', 'gist', 'smelt', 'saute', 'bust', 'sait', 'wurst', 'strap', 'strut', 'jests', 'stays', 'nasty', 'shuts', 'mustn', 'stew', 'spilt', 'mist', 'guest', 'sount', 'feast', 'gusto', 'gust', 'misty', 'satyr', 'sot', 'hast', 'didst', 'shalt', 'stirs', 'snout', 'sta', 'snort', 'salut', 'sloth', 'busts', 'bast', 'scut', 'stem', 'whist', 'stud', 'sont', 'stein', 'smite', 'stink', 'ist', 'stray', 'sty', 'mists', 'soot', 'stael', 'boost', 'shit', 'stag', 'slot', 'spit', 'pest', 'dost', 'satan', 'canst', 'steed', 'scots', 'blest', 'durst', 'steve', 'sate', 'wast'], 147)"
emma,"(['empyema'], 2)"
frise,"(['furieuse'], 1)"
watt,"(['wattle', 'whatnot'], 3)"
august,"(['augustine', 'augusta', 'augustin', 'augustus'], 70)"
larks,"([], 2)"
vagus,"([], 4)"
apparition,"([], 4)"
subjection,"([], 8)"
entice,"(['enticed'], 1)"
haunched,"([], 2)"
streaked,"([], 2)"
treachery,"([], 14)"
momenta,"([], 1)"
broadcast,"([], 4)"
carpus,"([], 2)"
chopping,"([], 2)"
belt,"(['belated', 'belfast', 'belted', 'belts'], 12)"
antidotes,"([], 1)"
openshaw,"([], 16)"
racking,"([], 1)"
smolensk,"([], 102)"
petenka,"([], 1)"
needn,"(['needing'], 3)"
unremitting,"([], 1)"
cause,"(['causes', 'clause', 'caucuses', 'clauses'], 376)"
seager,"([], 1)"
detested,"([], 4)"
cultures,"([], 5)"
clinging,"([], 9)"
digesting,"([], 1)"
crile,"([], 3)"
easily,"(['uneasily'], 114)"
sunrise,"([], 3)"
soup,"(['soups'], 12)"
spasms,"([], 23)"
naively,"([], 8)"
ix,"(['six', 'index', 'fix', 'sixty', 'fixed', 'mixed', 'sixth', 'xix', 'felix', 'fixes', 'sioux', 'croix', 'dixon', 'dix', 'varix', 'aix', 'mix', 'xxix', 'xxxix', 'vieux'], 28)"
onterkoff,"([], 1)"
threadbare,"([], 1)"
aspirated,"([], 3)"
osteomyelitis,"([], 79)"
kibitka,"([], 1)"
langham,"([], 1)"
rostopchine,"([], 2)"
chicken,"([], 6)"
bouquet,"([], 4)"
fistula,"(['fistulae', 'fistulas'], 13)"
resolved,"([], 34)"
apparent,"([], 42)"
lopped,"([], 1)"
pollard,"([], 2)"
spinster,"(['spinsters'], 1)"
predominates,"([], 3)"
presbyterians,"([], 4)"
sampson,"([], 3)"
ravish,"([], 1)"
lotteries,"([], 2)"
deep,"(['develop', 'deeper', 'deepen', 'deeps', 'deepens'], 215)"
producers,"([], 6)"
dispatching,"([], 4)"
composite,"([], 3)"
inventor,"(['inventors'], 3)"
nut,"(['minuit', 'unjust', 'naught', 'walnut', 'ensuit', 'uncut', 'nuts', 'snout', 'input', 'nought'], 10)"
earning,"(['learning', 'earnings', 'yearning'], 5)"
users,"(['cruisers', 'gushers', 'clusters', 'accusers'], 4)"
terrified,"([], 16)"
alfalfa,"([], 1)"
toast,"(['toasts'], 9)"
chivalry,"([], 6)"
bassett,"([], 4)"
celebres,"(['celebrates'], 1)"
wince,"([], 2)"
uhlans,"([], 28)"
crimean,"([], 5)"
sabered,"([], 1)"
campfires,"([], 31)"
danger,"(['dangers', 'dangerous', 'endanger', 'dangereux'], 124)"
sulcus,"([], 2)"
outstrips,"([], 1)"
brandishing,"([], 2)"
preliminaries,"([], 3)"
footboard,"([], 1)"
maniac,"([], 2)"
alsatian,"([], 2)"
smoking,"([], 17)"
appropriately,"(['inappropriately'], 5)"
rebellious,"([], 1)"
gesticulating,"([], 8)"
asp,"([], 1)"
commercialism,"([], 1)"
fewer,"([], 16)"
arsenals,"([], 1)"
cotton,"(['cottons'], 80)"
government,"(['governments', 'governmental', 'gouvernement'], 698)"
unequivocal,"([], 1)"
diverticulum,"([], 2)"
firewood,"([], 3)"
involucrum,"([], 4)"
destined,"(['predestined'], 29)"
marshall,"(['marshalls'], 34)"
untiring,"([], 1)"
bougies,"([], 1)"
dockyard,"([], 1)"
relic,"(['reliance', 'republic'], 3)"
poverty,"([], 26)"
neuromas,"(['neuromatosa'], 4)"
boilers,"([], 3)"
proliferating,"([], 3)"
arrayed,"([], 2)"
auditing,"([], 1)"
revenues,"([], 9)"
pigmentation,"([], 14)"
fourchette,"([], 1)"
zweck,"([], 1)"
devoted,"(['devotedly'], 41)"
unfair,"(['unfairly'], 10)"
cheerfully,"([], 13)"
interlines,"([], 1)"
insurrectionists,"([], 1)"
balancing,"([], 3)"
spasmodically,"([], 5)"
paroxysms,"([], 5)"
revolutions,"([], 11)"
loi,"(['login'], 1)"
etext,"(['pretexts'], 6)"
spinners,"([], 1)"
champs,"(['champions'], 1)"
constricting,"([], 11)"
conquered,"([], 12)"
network,"([], 13)"
dominicans,"([], 1)"
comprising,"([], 1)"
grunted,"([], 1)"
sleuth,"([], 1)"
revise,"([], 2)"
fairbank,"(['fairbanks'], 3)"
undertakers,"([], 1)"
ye,"(['wyeth', 'wayne', 'yield', 'tyne', 'wythe', 'hayne', 'yoked', 'hayes', 'bryce', 'meyer', 'frye', 'yeas', 'layer', 'syme', 'rye', 'dwyer', 'hyper', 'dye', 'doyen', 'chyle', 'soyez', 'voyez', 'yeux', 'rhyme', 'lyre', 'yelp', 'yells', 'spyer', 'yeah', 'aye', 'cygne', 'buyer', 'ayez', 'cycle', 'tyre', 'yep', 'yer', 'yea', 'yore'], 8)"
associated,"([], 196)"
dry,"(['diary', 'defray', 'dreary', 'dearly', 'dowry', 'dairy', 'drying', 'ducrey', 'darkly', 'dropsy', 'drowsy', 'descry', 'dryden', 'sundry', 'derby'], 131)"
eglow,"([], 1)"
multiplication,"([], 3)"
salle,"(['smalley'], 3)"
peuples,"([], 2)"
grumpy,"([], 1)"
spice,"([], 1)"
essayist,"([], 1)"
hares,"([], 2)"
germination,"([], 1)"
prone,"(['peroneal', 'pronated', 'peronei', 'peroneus', 'promener', 'personen', 'pronged', 'pardoned', 'profane'], 12)"
minutes,"(['minutest', 'minuteness'], 146)"
guillotined,"([], 1)"
holies,"([], 1)"
emancipators,"([], 1)"
initiatives,"([], 1)"
casting,"(['caseating'], 11)"
unconstitutional,"([], 16)"
queue,"([], 1)"
which,"([], 4848)"
raisins,"([], 5)"
wens,"(['weakens', 'wakens', 'wenches'], 11)"
displays,"([], 3)"
firm,"(['confirm', 'firmly', 'firemen', 'affirm', 'firms', 'firmer', 'fibroma'], 141)"
matted,"([], 6)"
salesman,"([], 10)"
philanthropy,"([], 7)"
egged,"([], 1)"
accordingly,"([], 24)"
founder,"(['founders', 'floundered'], 4)"
stout,"(['stoutly', 'stoutest', 'stouter'], 62)"
haste,"(['hastened', 'hasten', 'hastens', 'chaste'], 30)"
greedy,"(['greedily'], 4)"
delegation,"(['delegations'], 6)"
aloe,"(['calomel', 'calorie'], 1)"
compensation,"([], 19)"
praiseworthy,"([], 2)"
advantageously,"(['disadvantageously'], 4)"
altercation,"([], 1)"
postponement,"([], 1)"
fetched,"([], 9)"
deer,"(['desert', 'deseret', 'denver', 'deliver', 'dealers', 'denser', 'dessert', 'dreamer', 'dearer', 'defer', 'dnieper', 'dresser', 'deter'], 5)"
slack,"(['slackens'], 4)"
gobelin,"([], 1)"
unites,"([], 3)"
shower,"(['showering'], 4)"
deeming,"([], 1)"
remedying,"([], 3)"
relaxing,"([], 2)"
nausea,"([], 4)"
gavril,"([], 1)"
departure,"(['departures'], 60)"
woolseys,"([], 1)"
flared,"([], 11)"
preface,"([], 3)"
propagation,"([], 1)"
zapata,"([], 1)"
ruined,"(['ruminated'], 48)"
unsolved,"([], 5)"
explaining,"([], 25)"
superintended,"([], 2)"
papillary,"([], 4)"
pulled,"([], 57)"
norwood,"([], 2)"
indomitable,"([], 1)"
petersbourg,"([], 1)"
interchange,"([], 2)"
tumbling,"(['stumbling'], 1)"
solemnity,"([], 12)"
buying,"(['burying', 'busying'], 15)"
constructive,"(['reconstructive'], 6)"
staggering,"([], 12)"
dilate,"(['dilated', 'dilates', 'dislocate'], 9)"
irregularity,"([], 5)"
unlicensed,"([], 1)"
marginal,"([], 2)"
naval,"([], 41)"
harsh,"(['harshly', 'hardship', 'harsher'], 22)"
tone,"(['throne', 'thrones', 'outdone', 'toned', 'stoned', 'tongues', 'trigone', 'tonne'], 166)"
devour,"([], 1)"
distressed,"([], 10)"
atlanta,"([], 6)"
deceit,"(['deceitful'], 4)"
lint,"(['aliment', 'flints'], 13)"
buy,"(['buying', 'burly', 'bunyan', 'buyers', 'bounty', 'buoyed', 'bury', 'busily', 'bully', 'buyer', 'buggy'], 50)"
bronchitis,"([], 1)"
freak,"(['freakish', 'freaks'], 3)"
antitoxic,"([], 6)"
scythia,"(['scythian'], 1)"
showy,"(['shadowy'], 2)"
straight,"(['straighten', 'straighter', 'straightens'], 124)"
expeditions,"([], 7)"
mott,"([], 1)"
tenements,"([], 1)"
irascibility,"([], 1)"
goading,"([], 1)"
wives,"(['weceives'], 16)"
castle,"(['rucastle', 'rucastles', 'newcastle'], 14)"
sable,"(['stables', 'disabled', 'suitable', 'unstable', 'scramble', 'syllable', 'solvable'], 9)"
disliked,"([], 20)"
republic,"(['republicans', 'republics'], 56)"
acquiesced,"([], 1)"
collected,"(['recollected'], 40)"
progressing,"([], 4)"
iodine,"([], 30)"
fuel,"(['funeral', 'funnel', 'pfuel'], 8)"
alterations,"([], 17)"
archbishop,"([], 3)"
boa,"(['boat', 'abroad', 'botany', 'boards', 'bogart', 'boats', 'boast', 'bogota', 'bosnia', 'zubova', 'belova', 'boyars', 'aboard', 'bombay'], 1)"
refund,"([], 30)"
vanka,"([], 1)"
pectorals,"([], 1)"
obstructing,"([], 3)"
brutes,"([], 2)"
languid,"(['languished', 'languidly'], 7)"
savageness,"([], 1)"
bowie,"([], 2)"
nathanael,"([], 1)"
invariably,"([], 20)"
justness,"([], 1)"
observed,"(['unobserved'], 131)"
frankness,"([], 9)"
adorers,"([], 1)"
legion,"([], 6)"
relived,"([], 1)"
espionage,"([], 4)"
lost,"(['lobster', 'lowest', 'loudest', 'longest', 'closest', 'closet'], 224)"
capacity,"(['incapacity'], 39)"
telephone,"([], 6)"
cider,"([], 1)"
vexing,"([], 1)"
cudgelled,"([], 1)"
les,"(['lannes', 'plumes', 'valets', 'lances', 'axles', 'lessen', 'alesha', 'alders', 'labels', 'fleas', 'apples', 'pleurs', 'jolies', 'levies', 'limes', 'eagles', 'holies', 'valses', 'rifles', 'elets', 'wales', 'leslie', 'blest', 'lilies'], 18)"
straightens,"([], 1)"
tutelage,"([], 5)"
people,"(['peoples', 'peopled'], 899)"
awed,"(['pawed', 'yawned', 'awaked'], 4)"
arrival,"(['arrivals'], 68)"
attired,"([], 1)"
making,"(['makings', 'remarking', 'marking', 'mistaking', 'smacking', 'markings', 'marketing'], 217)"
womanly,"([], 7)"
descendants,"([], 5)"
reproach,"(['reproached', 'reproachful', 'reproaching', 'reproaches'], 37)"
vacancies,"([], 13)"
survives,"([], 5)"
chevaliers,"([], 2)"
testify,"([], 3)"
ceases,"(['ceaseless', 'creases', 'increases', 'decreases'], 13)"
whipping,"([], 1)"
heavens,"([], 17)"
measuring,"([], 7)"
trigeminus,"([], 1)"
spiteful,"(['spitefully'], 6)"
lackeys,"([], 2)"
undaunted,"([], 4)"
followers,"([], 23)"
belligerents,"([], 7)"
coal,"(['corrals', 'coaling', 'coaled', 'costal', 'conical', 'chloral', 'coagula', 'scrotal', 'coral', 'coastal'], 39)"
townshend,"([], 13)"
mounted,"(['dismounted', 'remounted'], 43)"
publicists,"([], 1)"
clipped,"([], 3)"
discern,"([], 5)"
perplexed,"([], 12)"
invoke,"([], 1)"
proved,"(['improved', 'approved', 'reproved', 'provender'], 80)"
preis,"(['premise'], 1)"
slavery,"([], 211)"
third,"(['thirds', 'thirdly'], 239)"
endless,"([], 25)"
ancient,"(['ancients'], 50)"
communicate,"(['communicative', 'communicated', 'communicates'], 15)"
chandelier,"([], 1)"
canteen,"([], 6)"
distant,"([], 51)"
gritty,"([], 1)"
disappearing,"([], 3)"
sol,"([], 1)"
volition,"([], 3)"
workings,"([], 2)"
madere,"([], 1)"
wise,"(['wisest', 'wiseman', 'waisted', 'fanwise', 'waise', 'whiskey'], 24)"
melody,"([], 4)"
cornetcy,"([], 1)"
dinnerless,"([], 1)"
pure,"(['purest', 'purses', 'capture', 'spurned', 'posture', 'purged', 'pasture', 'rupture', 'impure', 'purge', 'purer', 'purges', 'purves', 'procure', 'pauvre', 'rapture', 'spurred', 'pursues'], 54)"
barber,"([], 4)"
concluding,"([], 3)"
formio,"([], 1)"
aiding,"(['abridging', 'braiding'], 4)"
gen,"(['genera', 'glen'], 1)"
answer,"(['answers', 'answering'], 205)"
generally,"([], 91)"
approach,"(['approached', 'approaching', 'approaches'], 40)"
forehead,"(['foreheads'], 66)"
conductor,"([], 3)"
everted,"(['reverted'], 9)"
mirrors,"([], 10)"
conversation,"(['conversational', 'conversations'], 181)"
converge,"([], 3)"
limited,"(['unlimited', 'delimited'], 80)"
disrespectfully,"([], 1)"
wring,"(['wording', 'workings', 'wrapping', 'swarming', 'wresting', 'warring', 'wrecking', 'lowering', 'dwarfing', 'wiring', 'wringing', 'worming', 'swearing', 'warming', 'twirling', 'watering', 'warding', 'whirring', 'swerving'], 6)"
unemployment,"([], 4)"
ranch,"(['ranches', 'ranchers', 'ranchman', 'ranching', 'branched'], 7)"
ace,"(['facade', 'efface', 'braces', 'acme', 'acte', 'tacked', 'racked', 'sacree', 'raced', 'accuse', 'sauce', 'parce', 'arcade', 'lance', 'trance', 'cancel', 'stance', 'rachel', 'arches', 'oracle', 'solace', 'farce'], 1)"
heave,"([], 4)"
flitted,"([], 8)"
ganges,"(['grangers', 'granges'], 1)"
branding,"(['brandishing'], 1)"
actress,"(['actresses'], 7)"
fuchsin,"([], 1)"
brightened,"([], 15)"
deriving,"([], 5)"
transfer,"(['transfers'], 20)"
reverses,"([], 6)"
genital,"([], 8)"
sequence,"(['consequence'], 13)"
stringently,"([], 1)"
trumbull,"([], 1)"
vices,"([], 2)"
pardons,"([], 3)"
dwarf,"(['dwarfed', 'dwarfing', 'dwarfs'], 5)"
school,"(['schools', 'schooled', 'schoolboy'], 33)"
ladyship,"([], 1)"
boyhood,"([], 3)"
rail,"(['raisuli', 'cranial', 'radial', 'travail', 'railing', 'trailed', 'frailty', 'fragile'], 11)"
albanians,"([], 1)"
phrase,"(['phrased', 'phrases'], 34)"
callosity,"([], 4)"
desires,"([], 22)"
yore,"([], 1)"
cop,"([], 1)"
utensils,"([], 2)"
illegal,"(['illegally'], 9)"
largest,"([], 25)"
illuminati,"(['illuminations', 'illumination'], 1)"
ruddy,"([], 7)"
spoils,"(['spoilsmen'], 20)"
dubiously,"([], 2)"
fire,"(['figures', 'affaire', 'fairer', 'firemen', 'figured', 'fired', 'failure', 'fires', 'faire', 'firmer', 'fibres', 'fissure', 'fibre', 'bonfire', 'flirted', 'fixture', 'fairest', 'fairies'], 274)"
weyant,"([], 2)"
ozaena,"([], 1)"
kilburn,"([], 3)"
optimistic,"([], 1)"
mythology,"([], 1)"
motives,"([], 14)"
underground,"([], 8)"
descriptive,"([], 2)"
budget,"([], 4)"
ascertained,"([], 6)"
doubtfully,"([], 2)"
walling,"(['swallowing'], 3)"
redeemable,"([], 1)"
overcrowding,"([], 2)"
mabel,"([], 1)"
variety,"([], 83)"
ordnance,"(['ordinance', 'ordinances'], 3)"
retires,"([], 3)"
splintered,"([], 1)"
lays,"(['lawyers', 'outlays', 'allays', 'delays', 'relays', 'lackeys', 'players'], 4)"
postmaster,"([], 10)"
forsaken,"([], 4)"
mists,"([], 1)"
lucy,"(['unlucky', 'luckily'], 4)"
inhibiting,"([], 1)"
marvellous,"([], 2)"
figs,"(['flings', 'fights', 'flights'], 12)"
tubman,"([], 1)"
inequalities,"([], 4)"
red,"(['buried', 'shared', 'friend', 'burned', 'rubbed', 'scored', 'raised', 'marked', 'hurled', 'cried', 'tried', 'rolled', 'turned', 'rushed', 'curled', 'warned', 'reward', 'stared', 'forced', 'frayed', 'worked', 'ready', 'cared', 'redder', 'spread', 'dared', 'railed', 'parted', 'armed', 'feared', 'rested', 'refund', 'repaid', 'served', 'wired', 'formed', 'reeds', 'credit', 'roofed', 'reed', 'traced', 'dried', 'spared', 'earned', 'cursed', 'braved', 'regard', 'glared', 'dread', 'scared', 'record', 'raved', 'ragged', 'urged', 'proved', 'carved', 'tread', 'thread', 'reaped', 'roared', 'barred', 'haired', 'varied', 'poured', 'jerked', 'warmed', 'ribbed', 'rifled', 'bored', 'bred', 'framed', 'freed', 'seared', 'hired', 'roused', 'darted', 'reared', 'cured', 'braced', 'tired', 'stored', 'lured', 'probed', 'ruined', 'rocked', 'bread', 'erred', 'reader', 'sacred', 'lurked', 'fired', 'traded', 'grated', 'remedy', 'argued', 'agreed', 'erased', 'rooted', 'tarred', 'reads', 'shred', 'hatred', 'versed', 'reduce', 'ranged', 'rioted', 'veered', 'peered', 'render', 'redeem', 'shrewd', 'flared', 'jeered', 'pried', 'trend', 'dred', 'inured', 'risked', 'preyed', 'raged', 'greedy', 'rotted', 'soured', 'robed', 'forged', 'ruled', 'prayed', 'rented', 'relied', 'bribed', 'purged', 'marred', 'routed', 'roamed', 'barbed', 'breed', 'dredge', 'grazed', 'reid', 'merged', 'robbed', 'breeds', 'toured', 'raided', 'fared', 'reside', 'rinsed', 'furred', 'shreds', 'eroded', 'horned', 'recede', 'curved', 'nursed', 'termed', 'retard', 'arched', 'pared', 'bared', 'adored', 'worded', 'remind', 'rigged', 'reined', 'reeked', 'soared', 'reread', 'prided', 'droned', 'warped', 'crowed', 'reeled', 'rapped', 'draped', 'barked', 'prized', 'harmed', 'corked', 'browed', 'corded', 'racked', 'sorted', 'carted', 'raced', 'neared', 'reload', 'razed', 'rouged', 'snored', 'creed', 'alfred', 'fred', 'rugged', 'greed', 'fried'], 288)"
relish,"(['relishing'], 4)"
dispatch,"(['dispatches', 'dispatching'], 21)"
rightly,"([], 7)"
bureaucratic,"([], 1)"
ac,"(['marco', 'farce'], 1)"
intuitions,"([], 1)"
reactor,"([], 1)"
fervor,"([], 5)"
platonic,"([], 1)"
vegetable,"([], 5)"
pathognomic,"([], 1)"
royale,"([], 1)"
virtual,"([], 1)"
galvanised,"([], 1)"
ruinous,"([], 11)"
canon,"(['canton', 'cannons', 'canyon'], 4)"
watchword,"([], 3)"
provoked,"(['unprovoked'], 7)"
elder,"(['wielders', 'wielder', 'elders', 'evildoer'], 40)"
alarms,"([], 1)"
commanded,"(['commandeered'], 25)"
magnitude,"([], 13)"
turreted,"([], 1)"
giants,"(['giantism'], 2)"
engulfed,"([], 1)"
bipolar,"([], 2)"
reticular,"([], 1)"
extenuate,"([], 1)"
contestants,"([], 4)"
flying,"(['flurrying', 'flaying'], 35)"
restful,"([], 1)"
dehydrate,"(['dehydrated'], 1)"
koutouzov,"([], 2)"
savostyanov,"([], 1)"
plumper,"([], 1)"
chattel,"([], 6)"
anaesthetist,"([], 2)"
egyptian,"(['egyptians'], 3)"
millionaires,"(['millionairess'], 5)"
regularity,"(['irregularity'], 5)"
fly,"(['softly', 'fully', 'flying', 'fluffy', 'felony', 'fleecy', 'firmly', 'folly', 'fondly', 'flatly', 'flabby', 'fleshy', 'faulty', 'feebly', 'flay', 'flayed', 'felty', 'filmy', 'flurry', 'deftly', 'floppy'], 39)"
magical,"(['magically'], 4)"
treacheries,"([], 1)"
sleeps,"([], 3)"
platelets,"([], 1)"
pursues,"([], 1)"
spat,"(['spastic', 'spinati', 'spatial'], 2)"
shinn,"(['shinshin'], 1)"
innocence,"([], 10)"
haled,"(['healed', 'inhaled', 'exhaled', 'chalked'], 1)"
defiling,"([], 1)"
manufactured,"([], 7)"
grayish,"([], 1)"
lotion,"(['elocution'], 19)"
edinburgh,"([], 25)"
westphalians,"([], 2)"
gertrude,"([], 1)"
ending,"(['bending', 'impending', 'pending', 'sending', 'endings', 'expanding', 'enduring', 'unending', 'demanding', 'reminding', 'endowing', 'amending', 'rendering', 'intending', 'lending', 'depending', 'attending', 'endorsing', 'tending', 'ascending', 'bendings', 'spending', 'mending', 'offending', 'blending'], 18)"
concisely,"([], 2)"
business,"(['businessmen', 'businessman'], 316)"
disposal,"([], 12)"
deprecated,"([], 2)"
westward,"([], 30)"
paris,"(['patriots', 'partisan', 'paradise', 'prairies', 'parietes', 'paresis', 'palmaris', 'parisian'], 80)"
perils,"(['perilous', 'imperials'], 7)"
lavrushka,"([], 38)"
bored,"(['bordered', 'labored', 'borgeaud', 'boarded', 'laboured', 'harbored', 'boredom'], 10)"
hiccough,"([], 3)"
stretcher,"(['stretchers'], 13)"
superhuman,"([], 2)"
houses,"(['hothouses', 'outhouses'], 117)"
dejection,"([], 2)"
steer,"(['steered', 'steamers', 'listener'], 4)"
affinity,"([], 8)"
shameless,"([], 2)"
turpentine,"([], 6)"
preformed,"([], 1)"
hellish,"([], 3)"
strikes,"(['strikers'], 19)"
vehicle,"(['vehicles'], 14)"
yusupova,"([], 1)"
coupon,"([], 2)"
involuted,"([], 1)"
garrisons,"([], 1)"
sedmoretzki,"([], 1)"
thriving,"([], 6)"
immeasurably,"([], 3)"
flask,"([], 5)"
congratulated,"([], 7)"
tubal,"([], 1)"
cottons,"([], 1)"
works,"(['workers', 'workshop', 'workings'], 100)"
rehearsing,"([], 1)"
grasping,"([], 14)"
affliction,"([], 2)"
overruled,"([], 1)"
sponged,"([], 6)"
throws,"([], 7)"
assuring,"(['reassuring'], 10)"
emphasis,"(['emphasised', 'emphasise'], 11)"
bonus,"([], 2)"
saute,"(['salute'], 3)"
rushed,"(['crushed', 'unbrushed'], 114)"
cairo,"([], 1)"
steam,"(['steamed', 'streams', 'upstream', 'steamers'], 30)"
lace,"(['places', 'balance', 'replace', 'palace', 'palaces', 'lacked', 'slacken', 'alsace', 'lancet', 'lactate', 'cloacae', 'lackey', 'lackeys', 'lances', 'laced', 'lancers', 'lance', 'solace'], 11)"
males,"(['females', 'manless', 'measles', 'mantles', 'miracles', 'mallets', 'maladies'], 17)"
lamina,"([], 2)"
meredith,"([], 1)"
frauds,"([], 3)"
impending,"([], 24)"
heroically,"([], 1)"
murmured,"([], 18)"
welcoming,"([], 1)"
shale,"([], 1)"
musket,"(['musketoon'], 19)"
clinical,"(['clinically', 'cylindrical'], 160)"
coventry,"([], 2)"
conclusively,"([], 1)"
moods,"([], 5)"
enlisted,"([], 9)"
birch,"(['birches'], 19)"
regarded,"([], 110)"
tony,"([], 1)"
stylet,"([], 2)"
appointees,"([], 3)"
sojourn,"([], 3)"
abdominal,"([], 47)"
waisted,"([], 1)"
oil,"(['spoils', 'recoil', 'social', 'coil', 'jovial', 'soil', 'toil', 'toils', 'soils', 'mobile', 'motile', 'bodily', 'boils', 'boil', 'oiled', 'boiled', 'oils', 'tonsil', 'coils', 'spoil', 'boiler', 'toilet', 'soiled', 'coiled', 'fossil'], 39)"
tonsillitis,"([], 2)"
attenuated,"([], 9)"
defining,"([], 5)"
repulsion,"([], 7)"
kocher,"([], 4)"
disgraced,"([], 7)"
madly,"(['maudsley', 'markedly'], 7)"
pg,"(['pages', 'pgdp', 'pig', 'pigmy', 'puget', 'pago', 'pglaf', 'plug', 'purge', 'paget', 'pigs', 'peg', 'pegs', 'podgy', 'pangs', 'pang', 'pagan', 'peggy'], 6)"
going,"(['groping', 'goading', 'growing', 'glowing', 'grooving', 'growling', 'ignoring', 'groaning', 'goings', 'grouping', 'gosling'], 376)"
gulp,"(['gulped'], 2)"
ulcerated,"([], 15)"
earthen,"([], 2)"
judge,"(['judged', 'judges'], 45)"
schemer,"([], 1)"
bullets,"([], 43)"
eosinophilia,"([], 1)"
link,"(['clink', 'linked', 'blinked', 'links', 'slink', 'linking', 'unlink', 'blink', 'glinka', 'ilyinka'], 12)"
enclose,"([], 1)"
forgetting,"([], 31)"
spent,"(['serpent', 'shipment', 'unspent'], 111)"
merited,"([], 1)"
epitheliomatus,"(['epitheliomatous'], 1)"
unescorted,"([], 1)"
vision,"(['revision', 'revisions', 'divisions', 'visionary'], 12)"
carriages,"([], 42)"
neutrals,"(['neutralise', 'neutralised'], 3)"
jar,"(['jabber'], 5)"
martyrs,"([], 1)"
muff,"(['muffled'], 1)"
excusable,"([], 1)"
assemble,"(['assemblies', 'assemblymen', 'reassembled'], 8)"
stocked,"(['stockinged'], 2)"
shinshina,"([], 1)"
premise,"([], 1)"
catches,"([], 5)"
ascertaining,"([], 4)"
confide,"(['confidence', 'confided', 'confident', 'confidante'], 6)"
cystitis,"([], 2)"
libraries,"([], 3)"
lamps,"(['clamps'], 8)"
intertwined,"([], 1)"
offend,"(['offending'], 6)"
coagulated,"([], 4)"
natalia,"([], 1)"
